P_NAME,P_RADIUS,P_PERIOD,S_NAME,S_METALLICITY,S_MASS,S_RADIUS,S_TEMPERATURE,P_DISTANCE,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,S_LUMINOSITY,P_HABITABLE
HD 4203 b,4.191425871296591,431.88,HD 4203,0.4,1.25,1.42,5596.0,1.328184,266.81117,220.40641,392.21608,1.7716428,0.0
HD 4203 c,4.191425871296591,6700.0,HD 4203,0.4,1.25,1.42,5596.0,7.15016,111.0858,100.12343,127.89093,1.7716428,0.0
HD 4208 b,4.191425871296591,832.97,HD 4208,-0.28,0.88,0.85,5717.0,1.6634659,180.19025,176.54091,184.11809,0.69151128,0.0
HD 42618 b,4.191425871296591,149.61,HD 42618,-0.09,1.01,1.0,5727.0,0.5639997,338.3763,310.89654,376.83121,0.96382321,0.0
HD 4308 b,4.191425871296591,15.56,HD 4308,-0.35,0.93,1.02,5686.0,0.12,730.69038,730.69038,730.69038,0.97435319,0.0
HD 4313 b,4.191425871296591,356.21,HD 4313,0.014020760003518647,1.63,5.14,4943.0,1.1695008,458.59847,428.78625,497.21938,14.131144,0.0
HD 43197 b,4.191425871296591,327.8,HD 43197,0.4,0.96,1.0,5508.0,1.236894,239.54251,187.10765,613.89293,0.82463995,0.0
HD 43691 b,4.191425871296591,36.9987,HD 43691,0.33,1.32,1.6,6093.0,0.238754,696.0613,670.17516,725.82422,3.1612098,0.0
HD 44219 b,4.191425871296591,472.3,HD 44219,0.03,1.0,1.32,5752.0,1.4113995,260.15953,210.44397,427.57975,1.7088818,0.0
HD 45184 b,4.191425871296591,5.8854,HD 45184,0.04,1.03,1.5371422191458501,5869.0,0.06455778,1007.3127,974.10464,1044.855,1.0148039,0.0
HD 45184 c,4.191425871296591,13.1354,HD 45184,0.04,1.03,1.5371422191458501,5869.0,0.1102695,770.74536,745.33618,799.47082,1.0148039,0.0
HD 45350 b,4.191425871296591,963.6,HD 45350,0.29,1.02,1.5371422191458501,5616.0,2.5010726,183.31688,144.02161,407.58394,1.1901372,0.0
HD 45364 b,4.191425871296591,226.93,HD 45364,-0.17,0.82,1.5371422191458501,5434.0,0.69096034,284.83626,263.98251,312.90585,0.73043375,0.0
HD 45364 c,4.191425871296591,342.85,HD 45364,-0.17,0.82,1.5371422191458501,5434.0,0.90145576,248.50625,237.36299,261.72657,0.73043375,0.0
HD 45652 b,4.191425871296591,44.073,HD 45652,0.26,0.92,0.94,5294.0,0.28066121,452.90427,366.59187,741.30083,0.62184207,0.0
HD 46375 b,4.191425871296591,3.023573,HD 46375,0.24,0.92,1.5371422191458501,5285.0,0.039878983,1083.7012,1051.3584,1119.8185,0.51910623,0.0
HD 47186 b,4.191425871296591,4.0845,HD 47186,0.24,0.96,1.08,5657.0,0.05004,1158.7418,1136.3535,1182.7542,1.0702392,0.0
HD 47186 c,4.191425871296591,1353.6,HD 47186,0.24,0.96,1.08,5657.0,2.4692462,166.78267,149.82392,193.21569,1.0702392,0.0
HD 4732 b,4.191425871296591,360.2,HD 4732,0.01,1.74,5.4,4959.0,1.2000555,465.12936,438.02143,499.20043,15.799837,0.0
HD 4732 c,4.191425871296591,2732.0,HD 4732,0.01,1.74,5.4,4959.0,4.72167,236.03292,213.5387,269.88813,15.799837,0.0
HD 47366 b,4.191425871296591,363.3,HD 47366,-0.02,1.81,7.3,4866.0,1.218808,525.68525,503.99627,551.03867,26.768423,0.0
HD 47366 c,4.191425871296591,684.7,HD 47366,-0.02,1.81,7.3,4866.0,1.9246036,423.6142,376.57152,501.00758,26.768423,0.0
HD 47536 b,4.191425871296591,712.13,HD 47536,0.69,0.91,22.39,4424.0,1.9686,662.49574,606.30334,742.5669,172.05104,0.0
HD 48265 b,4.191425871296591,778.51,HD 48265,0.3,1.31,1.9,5733.0,1.8543805,257.88977,235.00933,291.15126,3.4940057,0.0
HD 4917 b,4.191425871296591,400.5,HD 4917,0.014020760003518647,1.32,5.01,4802.0,1.1695417,438.43404,424.76044,453.78405,11.95784,0.0
HD 49674 b,4.191425871296591,4.94737,HD 49674,0.32,1.03,1.02,5602.0,0.060243,1017.57,975.14992,1067.2445,0.91803958,0.0
HD 50499 b,4.191425871296591,2447.1,HD 50499,0.26,1.25,1.35,6102.0,3.9686039,158.90183,141.86325,186.3111,2.2638362,0.0
HD 50499 c,4.191425871296591,8619.9,HD 50499,0.26,1.25,1.35,6102.0,9.02,104.05259,104.05259,104.05259,2.2638362,0.0
HD 50554 b,4.191425871296591,1293.0,HD 50554,-0.04,1.04,1.02,5987.0,2.6483027,170.83969,141.81596,245.96039,1.1976393,0.0
HD 51608 b,4.191425871296591,14.0726,HD 51608,-0.07,0.8,1.5371422191458501,5358.0,0.1063289,717.0904,687.19659,752.09647,0.70532498,0.0
HD 51608 c,4.191425871296591,95.9446,HD 51608,-0.07,0.8,1.5371422191458501,5358.0,0.38463282,377.83478,354.31074,407.93176,0.70532498,0.0
HD 52265 b,4.191425871296591,119.27,HD 52265,0.014020760003518647,1.2,1.5371422191458501,6136.0,0.538954,408.4394,364.11968,480.26903,1.8197473,0.0
HD 5319 b,4.191425871296591,637.1,HD 5319,0.014020760003518647,1.27,4.06,4871.0,1.5766442,345.07866,330.39774,362.33098,8.3140615,0.0
HD 5319 c,4.191425871296591,872.2,HD 5319,0.014020760003518647,1.27,4.06,4871.0,1.9623169,310.7437,286.30385,344.51532,8.3140615,0.0
HD 55696 b,4.191425871296591,1827.0,HD 55696,0.37,1.29,1.52,6012.0,3.9702697,176.64996,140.30789,337.31315,2.7042803,0.0
HD 5583 b,4.191425871296591,139.35,HD 5583,-0.5,1.01,9.09,4830.0,0.53153064,881.35559,849.96702,917.21727,40.290711,0.0
HD 5608 b,4.191425871296591,779.9,HD 5608,0.014020760003518647,1.53,5.14,4877.0,1.9139964,352.48111,343.07501,362.85662,13.391398,0.0
HD 564 b,4.191425871296591,492.3,HD 564,-0.2,0.96,1.01,5902.0,1.2055296,238.52592,227.97177,251.01642,1.1089915,0.0
HD 5891 b,4.191425871296591,177.11,HD 5891,-0.37,1.93,10.64,4673.0,0.641568,839.57695,811.8986,870.86774,48.367654,0.0
HD 59686 A b,4.191425871296591,299.36,HD 59686 A,0.15,1.9,13.2,4658.0,1.0873575,715.68296,698.54431,734.39009,73.491049,0.0
HD 60532 b,4.191425871296591,201.9,HD 60532,-0.26,1.5,2.57,6245.0,0.796026,500.72793,448.00766,584.59467,9.0008736,0.0
HD 60532 c,4.191425871296591,600.1,HD 60532,-0.26,1.5,2.57,6245.0,1.60072,348.8443,343.74586,354.21767,9.0008736,0.0
HD 62509 b,4.191425871296591,589.64,HD 62509,0.07,2.1,8.31,4946.0,1.640328,490.72582,485.90312,495.72033,37.026029,0.0
HD 63454 b,4.191425871296591,2.81805,HD 63454,0.1,0.42,0.77,4812.0,0.04,930.5893,930.5893,930.5893,0.28482137,0.0
HD 63765 b,4.191425871296591,358.0,HD 63765,-0.16,0.65,0.83,5449.0,0.967072,224.86454,202.67405,258.88221,0.54414177,0.0
HD 64114 b,4.191425871296591,45.791,HD 64114,0.014020760003518647,0.95,1.5371422191458501,5676.0,0.2477712,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HD 6434 b,4.191425871296591,21.998,HD 6434,-0.55,1.1,1.12,5769.0,0.142023,717.91336,664.92042,789.44805,1.2448782,0.0
HD 65216 b,4.191425871296591,577.6,HD 65216,0.014020760003518647,0.87,1.5371422191458501,5612.0,1.3484215,208.11696,185.5342,244.71716,0.76785346,0.0
HD 65216 c,4.191425871296591,5370.0,HD 65216,0.014020760003518647,0.87,1.5371422191458501,5612.0,5.8330875,99.275025,91.947017,109.16704,0.76785346,0.0
HD 66141 b,4.191425871296591,480.5,HD 66141,-0.323,1.1,21.4,4323.0,1.20294,804.4247,777.90521,834.40538,143.30361,0.0
HD 66428 b,4.191425871296591,2263.12,HD 66428,0.23,1.08,1.1,5773.0,3.8883254,141.0137,117.30274,201.2955,1.204149,0.0
HD 67087 b,4.191425871296591,352.2,HD 67087,0.25,1.36,1.55,6330.0,1.095606,333.64466,309.01661,366.88986,3.4559455,0.0
HD 67087 c,4.191425871296591,2374.0,HD 67087,0.25,1.36,1.55,6330.0,4.974768,169.22453,133.2713,360.90039,3.4559455,0.0
HD 6718 b,4.191425871296591,2496.0,HD 6718,-0.03,1.08,0.95,5801.0,3.56775,132.18902,126.1163,139.42682,0.91568757,0.0
HD 68402 b,4.191425871296591,1103.0,HD 68402,0.29,1.12,1.02,5950.0,2.180981,179.38306,176.76133,182.14616,1.1683067,0.0
HD 68988 b,4.191425871296591,6.27711,HD 68988,0.35,1.28,1.19,5932.0,0.070504,1077.0858,1018.6703,1149.2151,1.5710396,0.0
HD 69830 b,4.191425871296591,8.667,HD 69830,-0.05,0.86,1.5371422191458501,5385.0,0.0788925,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HD 69830 c,4.191425871296591,31.56,HD 69830,-0.05,0.86,1.5371422191458501,5385.0,0.1875717,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HD 69830 d,4.191425871296591,197.0,HD 69830,-0.05,0.86,1.5371422191458501,5385.0,0.6315435,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HD 70573 b,4.191425871296591,851.8,HD 70573,-0.18,1.0,1.5371422191458501,5737.0,1.9008,172.72433,147.51342,225.33046,0.68238244,0.0
HD 70642 b,4.191425871296591,2124.54,HD 70642,0.22,1.08,0.98,5732.0,3.3688069,137.04398,126.67157,151.17192,0.92889265,0.0
HD 7199 b,4.191425871296591,615.0,HD 7199,0.32,0.77,0.97,5371.0,1.384548,199.47993,183.28003,222.1499,0.70154046,0.0
HD 72490 b,4.191425871296591,858.0,HD 72490,0.014020760003518647,1.21,4.96,4934.0,1.8944534,352.90601,333.19231,377.42101,13.06317,0.0
HD 72659 b,4.191425871296591,3658.0,HD 72659,-0.02,1.43,1.46,5932.0,4.86495,144.5163,131.24051,164.13475,2.3648246,0.0
HD 72892 b,4.191425871296591,39.475,HD 72892,0.25,1.02,1.22,5688.0,0.24839791,573.16685,486.16837,763.48629,1.3958754,0.0
HD 73267 b,4.191425871296591,1245.36,HD 73267,0.07,0.9,0.91,5387.0,2.2448461,152.65245,138.10449,174.54804,0.62482635,0.0
HD 73526 b,4.191425871296591,188.3,HD 73526,0.22,1.14,1.53,5601.0,0.6617325,377.90466,347.21478,420.85178,2.0641146,0.0
HD 73526 c,4.191425871296591,379.1,HD 73526,0.22,1.14,1.53,5601.0,1.070376,299.38895,265.95292,354.60389,2.0641146,0.0
HD 73534 b,4.191425871296591,1750.0,HD 73534,0.014020760003518647,1.16,2.58,4917.0,3.0137346,201.12163,189.72403,215.34551,3.4860121,0.0
HD 74156 b,4.191425871296591,51.645,HD 74156,0.11,1.24,1.5371422191458501,6068.0,0.34939683,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HD 74156 c,4.191425871296591,2473.0,HD 74156,0.11,1.24,1.5371422191458501,6068.0,4.2092512,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HD 7449 b,4.191425871296591,1255.5,HD 7449,0.014020760003518647,1.05,1.5371422191458501,6024.0,3.387216,155.05654,120.56194,590.63045,1.047171,0.0
HD 75289 b,4.191425871296591,3.50927,HD 75289,0.26,1.29,1.23,6117.0,0.0500225,1337.207,1317.6634,1357.8045,1.8978103,0.0
HD 75784 b,4.191425871296591,341.2,HD 75784,0.014020760003518647,1.26,3.4,4867.0,1.036855,389.15442,371.77032,409.76433,5.8115485,0.0
HD 75784 c,4.191425871296591,7900.0,HD 75784,0.014020760003518647,1.26,3.4,4867.0,9.4043082,134.31499,111.84869,190.92719,5.8115485,0.0
HD 75898 b,4.191425871296591,422.9,HD 75898,0.28,1.26,1.58,5963.0,1.1982056,302.49977,287.33799,320.89248,2.827887,0.0
HD 76700 b,4.191425871296591,3.97097,HD 76700,0.31,0.99,1.37,5644.0,0.0502025,1301.5445,1247.2862,1365.0818,1.706388,0.0
HD 76920 b,4.191425871296591,415.4,HD 76920,-0.11,1.17,7.47,4698.0,1.5699568,497.23738,387.56217,1391.3908,24.35465,0.0
HD 77338 b,4.191425871296591,5.7361,HD 77338,0.32,1.37,0.97,5341.0,0.060243,946.08369,906.64369,992.26848,0.68599733,0.0
HD 7924 b,4.191425871296591,5.39792,HD 7924,-0.21,0.65,0.78,5131.0,0.060108,815.25399,792.02307,841.05972,0.37782084,0.0
HD 7924 c,4.191425871296591,15.299,HD 7924,-0.21,0.65,0.78,5131.0,0.11394455,592.78678,566.05508,624.53473,0.37782084,0.0
HD 7924 d,4.191425871296591,24.451,HD 7924,-0.21,0.65,0.78,5131.0,0.15851995,505.76542,461.071,570.61994,0.37782084,0.0
HD 79498 b,4.191425871296591,1807.0,HD 79498,0.18,1.08,1.05,5748.0,3.4726313,146.99896,119.834,230.68847,1.0782868,0.0
HD 80606 b,11.9947,111.4367,HD 80606,0.35,1.15,1.04,5561.0,0.67999726,335.83774,261.15247,1371.2725,0.9267592,0.0
HD 81040 b,4.191425871296591,1001.7,HD 81040,-0.03,1.05,0.91,5755.0,2.212473,170.45264,140.45478,253.41557,0.81386569,0.0
HD 81688 b,4.191425871296591,184.02,HD 81688,-0.359,2.1,13.0,4753.0,0.81,839.29387,839.29387,839.29387,77.276351,0.0
HD 82886 b,4.191425871296591,705.0,HD 82886,-0.31,2.53,5.26,4953.0,1.583871,398.21403,385.0861,413.05535,14.918785,0.0
HD 82943 b,4.191425871296591,441.47,HD 82943,0.3,1.2,1.5371422191458501,6016.0,1.1985841,251.39081,233.59509,275.07097,1.3356756,0.0
HD 82943 c,4.191425871296591,220.078,HD 82943,0.3,1.2,1.5371422191458501,6016.0,0.79332646,314.89377,271.75106,399.02713,1.3356756,0.0
HD 8326 b,4.191425871296591,158.991,HD 8326,0.014020760003518647,0.8,1.5371422191458501,4914.0,0.54366,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HD 83443 b,4.191425871296591,2.9857,HD 83443,0.35,0.79,0.94,5442.0,0.040002,1162.8048,1157.0413,1168.6701,0.6943501,0.0
HD 8535 b,4.191425871296591,1313.0,HD 8535,0.06,1.13,1.19,6136.0,2.4775625,188.22549,175.76967,204.44825,1.798556,0.0
HD 85390 b,4.191425871296591,799.52,HD 85390,0.014020760003518647,0.76,1.5371422191458501,5186.0,1.544625,181.91669,151.05045,261.62706,0.52412163,0.0
HD 85512 b,4.191425871296591,58.43,HD 85512,-0.26,0.43,0.71,4300.0,0.261573,312.96699,297.28058,331.99613,0.15441133,0.0
HD 8574 b,4.191425871296591,227.0,HD 8574,0.01,1.34,1.38,6064.0,0.7942,358.10074,315.89106,430.48695,2.3071912,0.0
HD 86081 b,4.191425871296591,2.1378431,HD 86081,0.22,1.21,1.46,5939.0,0.03460245,1700.4542,1690.4408,1710.6782,2.3760067,0.0
HD 86226 b,4.191425871296591,1695.0,HD 86226,0.05,1.06,1.02,5903.0,2.87195,155.70994,145.40584,169.13026,1.1318272,0.0
HD 86264 b,4.191425871296591,1475.0,HD 86264,0.202,1.42,1.88,6210.0,3.5607,214.11209,170.20806,405.17622,4.709456,0.0
HD 8673 b,4.191425871296591,1634.0,HD 8673,0.14,1.35,1.39,6472.0,3.8093208,186.18104,147.44053,367.72201,3.0371922,0.0
HD 86950 b,4.191425871296591,1270.0,HD 86950,0.04,1.66,8.8,4805.0,2.759304,380.25661,352.18789,418.14634,36.985165,0.0
HD 87646 b,4.191425871296591,13.481,HD 87646,-0.17,1.12,1.55,5770.0,0.11714625,925.54571,903.38142,949.7384,2.3859168,0.0
HD 87883 b,4.191425871296591,2754.0,HD 87883,0.05,0.66,0.79,4915.0,4.082811,99.846792,82.274814,148.44436,0.32631491,0.0
HD 88133 b,4.191425871296591,3.414884,HD 88133,0.014020760003518647,1.26,2.2,5392.0,0.047923016,1610.5879,1586.285,1636.2462,3.6655027,0.0
HD 89307 b,4.191425871296591,2166.0,HD 89307,-0.13,1.27,1.1,5955.0,3.3354,151.85315,138.97308,170.20657,1.3633303,0.0
HD 89345 b,7.3986,11.8143,HD 89345,0.421,1.16,1.75,5576.0,0.10917972,992.77139,901.57185,1127.5426,2.6525025,0.0
HD 89744 b,4.191425871296591,256.78,HD 89744,0.014020760003518647,1.86,1.5371422191458501,6291.0,1.1271438,404.11183,322.5624,734.98591,6.0768726,0.0
HD 90156 b,4.191425871296591,49.77,HD 90156,-0.24,0.84,1.5371422191458501,5599.0,0.2620125,458.14107,402.75566,554.9486,0.66989942,0.0
HD 9174 b,4.191425871296591,1179.0,HD 9174,0.39,1.03,1.67,5577.0,2.21584,213.97953,202.37441,228.30913,2.4172645,0.0
HD 92788 b,4.191425871296591,325.803,HD 92788,0.27,1.15,1.14,5744.0,1.0294125,272.30677,236.22789,340.44063,1.2675237,0.0
HD 92788 c,4.191425871296591,11611.298,HD 92788,0.27,1.15,1.14,5744.0,11.6109,82.25991,69.041918,113.52523,1.2675237,0.0
HD 92987 b,4.191425871296591,10354.837,HD 92987,-0.08,1.08,1.58,5770.0,9.832121,102.7833,93.700349,115.96324,2.4791687,0.0
HD 93083 b,4.191425871296591,143.58,HD 93083,0.15,0.7,1.5371422191458501,4995.0,0.4816746,322.46532,302.3886,348.15177,0.58685182,0.0
HD 9446 b,4.191425871296591,30.052,HD 9446,0.09,1.0,1.0,5793.0,0.19278,585.85778,536.16576,656.66626,1.0090269,0.0
HD 9446 c,4.191425871296591,192.9,HD 9446,0.09,1.0,1.0,5793.0,0.6551772,315.67042,306.6753,325.66253,1.0090269,0.0
HD 94834 b,4.191425871296591,1576.0,HD 94834,0.014020760003518647,1.11,4.2,4798.0,2.766852,261.51215,245.23037,282.34328,8.3758367,0.0
HD 95086 b,4.191425871296591,2309.3421610400937,HD 95086,0.014020760003518647,1.6,1.5371422191458501,5490.154056235356,55.7,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HD 95089 b,4.191425871296591,464.4,HD 95089,0.014020760003518647,1.54,5.08,4918.0,1.3696295,418.58354,396.05268,446.35463,13.526024,0.0
HD 95089 c,4.191425871296591,1785.0,HD 95089,0.014020760003518647,1.54,5.08,4918.0,3.4642922,266.36514,236.28319,316.41628,13.526024,0.0
HD 95127 b,4.191425871296591,482.0,HD 95127,-0.18,3.7,41.01,4218.0,1.287744,1051.56,998.8541,1115.4974,476.97376,0.0
HD 95872 b,4.191425871296591,4375.0,HD 95872,0.41,0.7,0.84,5312.0,5.15927,94.539507,91.845574,97.532025,0.50336091,0.0
HD 96063 b,4.191425871296591,362.5,HD 96063,0.014020760003518647,1.37,4.75,5020.0,1.1260395,456.89408,423.16835,502.42016,12.837804,0.0
HD 96127 b,4.191425871296591,647.29999,HD 96127,-0.24,10.94,51.1,3943.0,1.4839,1036.5884,914.4047,1246.1236,565.50644,0.0
HD 96167 b,4.191425871296591,498.04,HD 96167,0.014020760003518647,1.27,1.94,5733.0,1.6445039,294.75772,234.93505,543.36604,3.6426704,0.0
HD 97658 b,2.3541,9.4909,HD 97658,-0.3,0.89,0.74,5175.0,0.084519876,675.39298,656.14744,696.77161,0.35187912,0.0
HD 98219 b,4.191425871296591,433.8,HD 98219,0.014020760003518647,1.41,4.6,4925.0,1.2639318,414.61713,399.30636,432.20236,11.153964,0.0
HD 98649 b,4.191425871296591,6022.9725,HD 98649,0.05,1.03,1.01,5790.0,8.999586,94.15874,73.369771,267.42969,1.0271779,0.0
HD 98736 b,4.191425871296591,968.8,HD 98736,0.36,0.92,0.93,5271.0,1.9116028,163.57727,148.212,186.53405,0.59817273,0.0
HD 99109 b,4.191425871296591,439.29999,HD 99109,0.35,0.76,0.98,5282.0,1.1144955,218.64859,209.53364,229.32232,0.66978341,0.0
HD 99492 b,4.191425871296591,17.0431,HD 99492,0.24,0.48,0.83,4815.0,0.12375,555.95076,499.23702,644.51222,0.33176456,0.0
HD 99706 b,4.191425871296591,841.0,HD 99706,0.014020760003518647,1.46,5.52,4862.0,2.041875,356.40477,320.04715,413.17909,15.255506,0.0
HD 99706 c,4.191425871296591,1278.0,HD 99706,0.014020760003518647,1.46,5.52,4862.0,2.8348377,307.98981,262.16869,405.77631,15.255506,0.0
HIP 105854 b,4.191425871296591,184.2,HIP 105854,0.31,2.1,1.5371422191458501,4780.0,0.810162,667.10835,660.5522,673.89804,30.847454,0.0
HIP 107773 b,4.191425871296591,144.3,HIP 107773,0.03,2.42,11.6,4945.0,0.722916,874.43147,837.97848,917.11842,72.089134,0.0
HIP 109384 b,4.191425871296591,499.48,HIP 109384,-0.26,0.78,1.5371422191458501,5180.0,1.3048944,198.18524,162.55046,301.24901,0.51133096,0.0
HIP 109600 b,4.191425871296591,232.08,HIP 109600,-0.12,0.87,1.5371422191458501,5530.0,0.71537886,277.61524,257.85749,303.95332,0.70747032,0.0
HIP 116454 b,2.4662,9.1205,HIP 116454,-0.16,0.81,0.72,5089.0,0.081211432,672.83686,615.76734,754.15789,0.31151821,0.0
HIP 12961 b,4.191425871296591,57.435,HIP 12961,-0.14,0.69,0.65,3901.0,0.2536125,276.75095,256.32252,304.32712,0.087663572,0.0
HIP 14810 b,4.191425871296591,6.673892,HIP 14810,0.24,1.01,1.07,5544.0,0.070321513,956.8892,895.81112,1035.5907,0.96905648,0.0
HIP 14810 c,4.191425871296591,147.747,HIP 14810,0.24,1.01,1.07,5544.0,0.55573172,340.62455,317.21551,371.47467,0.96905648,0.0
HIP 14810 d,4.191425871296591,981.8,HIP 14810,0.24,1.01,1.07,5544.0,1.9731983,181.0897,166.71403,201.02613,0.96905648,0.0
HIP 35173 b,4.191425871296591,41.516,HIP 35173,0.014020760003518647,0.79,1.5371422191458501,4881.0,0.2197776,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HIP 41378 b,4.191425871296591,15.572098,HIP 41378,0.014020760003518647,1.17,1.34,6226.0,0.128569,885.95253,885.95253,885.95253,2.4173231,0.0
HIP 41378 c,4.191425871296591,31.70648,HIP 41378,0.014020760003518647,1.17,1.34,6226.0,0.2065397,698.99942,698.99942,698.99942,2.4173231,0.0
HIP 41378 d,4.191425871296591,1114.0,HIP 41378,0.014020760003518647,1.17,1.34,6226.0,2.2156187,213.41802,213.41802,213.41802,2.4173231,0.0
HIP 41378 e,4.191425871296591,2309.3421610400937,HIP 41378,0.014020760003518647,1.17,1.34,6226.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,2.4173231,0.0
HIP 41378 f,4.191425871296591,1084.0,HIP 41378,0.014020760003518647,1.17,1.34,6226.0,2.1756602,215.36893,215.36893,215.36893,2.4173231,0.0
HIP 5158 b,4.191425871296591,345.72,HIP 5158,0.17,0.43,0.75,4813.0,1.010328,191.21702,157.95987,281.09165,0.2704423,0.0
HIP 5158 c,4.191425871296591,9017.76,HIP 5158,0.17,0.43,0.75,4813.0,7.77546,66.127696,62.010578,71.395194,0.2704423,0.0
HIP 54373 b,4.191425871296591,7.76,HIP 54373,0.014020760003518647,0.57,1.5371422191458501,4021.0,0.06426,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HIP 54373 c,4.191425871296591,15.144,HIP 54373,0.014020760003518647,0.57,1.5371422191458501,4021.0,0.10098,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HIP 57274 b,4.191425871296591,8.1352,HIP 57274,0.01,0.29,0.78,4510.0,0.0712635,662.06779,608.30084,737.30875,0.22551946,0.0
HIP 57274 c,4.191425871296591,32.03,HIP 57274,0.01,0.29,0.78,4510.0,0.1782225,416.06672,406.10306,426.94223,0.22551946,0.0
HIP 57274 d,4.191425871296591,431.7,HIP 57274,0.01,0.29,0.78,4510.0,1.0468145,173.88489,155.01666,204.46492,0.22551946,0.0
HIP 63242 b,4.191425871296591,124.6,HIP 63242,-0.31,1.54,1.5371422191458501,4830.0,0.57994425,942.56985,852.7418,1077.7667,60.617453,0.0
HIP 65407 b,4.191425871296591,28.125,HIP 65407,0.25,0.93,1.5371422191458501,5460.0,0.1787346,550.50207,516.22774,594.35311,0.68634419,0.0
HIP 65407 c,4.191425871296591,67.3,HIP 65407,0.25,0.93,1.5371422191458501,5460.0,0.3182752,412.13973,389.78745,439.73955,0.68634419,0.0
HIP 65426 b,16.815,2309.3421610400937,HIP 65426,0.014020760003518647,1.96,1.77,8840.0,92.0,54.045813,54.045813,54.045813,17.141319,0.0
HIP 65891 b,4.191425871296591,1084.5,HIP 65891,0.16,2.5,8.93,5000.0,2.8337445,392.46309,369.59018,421.2113,44.655153,0.0
HIP 67537 b,4.191425871296591,2556.5,HIP 67537,0.15,2.41,8.69,4985.0,5.7645855,285.33772,231.82102,456.51962,41.781964,0.0
HIP 67851 b,4.191425871296591,88.9,HIP 67851,0.0,1.63,5.92,4890.0,0.460575,773.10759,754.59378,793.31573,17.954259,0.0
HIP 67851 c,4.191425871296591,2131.8,HIP 67851,0.0,1.63,5.92,4890.0,3.875199,267.83328,248.0631,294.52086,17.954259,0.0
HIP 70849 b,4.191425871296591,17337.5,HIP 70849,0.014020760003518647,0.63,1.5371422191458501,4105.0,25.426153,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HIP 71135 b,4.191425871296591,87.19,HIP 71135,0.014020760003518647,0.66,1.5371422191458501,4146.0,0.34238675,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HIP 74890 b,4.191425871296591,822.3,HIP 74890,0.2,1.74,5.77,4850.0,2.105145,354.24514,342.56673,367.44775,16.504685,0.0
HIP 78530 b,4.191425871296591,2309.3421610400937,HIP 78530,0.014020760003518647,2.5,1.5371422191458501,10500.0,740.0,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HIP 79098 AB b,4.191425871296591,2309.3421610400937,HIP 79098 AB,0.014020760003518647,3.75,1.5371422191458501,5490.154056235356,345.0,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
