P_NAME,P_RADIUS,P_PERIOD,S_NAME,S_METALLICITY,S_MASS,S_RADIUS,S_TEMPERATURE,P_DISTANCE,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,S_LUMINOSITY,P_HABITABLE
Kepler-988 b,2.07385,17.760801,Kepler-988,-0.32,0.55,0.53,4005.0,0.10912866,389.0345,389.0345,389.0345,0.064751594,0.0
Kepler-989 b,2.20837,7.9643153,Kepler-989,0.01,0.82,0.78,5074.0,0.073037596,730.87246,730.87246,730.87246,0.36130977,0.0
Kepler-99 b,1.47972,4.60358,Kepler-99,0.18,0.79,0.73,4782.0,0.050055182,804.94008,804.94008,804.94008,0.24967362,0.0
Kepler-990 b,2.60072,9.9172343,Kepler-990,0.01,1.05,1.08,5948.0,0.091797962,899.25609,899.25609,899.25609,1.3080369,0.0
Kepler-990 c,1.52456,0.53835431,Kepler-990,0.01,1.05,1.08,5948.0,0.013160875,2374.9667,2374.9667,2374.9667,1.3080369,0.0
Kepler-991 b,2.54467,82.534252,Kepler-991,-0.25,0.64,0.61,4392.0,0.31963847,267.43288,267.43288,267.43288,0.12405025,0.0
Kepler-992 b,1.62545,20.160345,Kepler-992,-0.04,0.8,0.74,4944.0,0.13454623,511.0644,511.0644,511.0644,0.29313382,0.0
Kepler-993 b,2.97065,22.085576,Kepler-993,0.03,0.57,0.54,3843.0,0.12770473,348.32195,348.32195,348.32195,0.056984626,0.0
Kepler-994 b,1.60303,1.1511665,Kepler-994,-0.13,0.56,0.54,3934.0,0.017714585,957.37662,957.37662,957.37662,0.062576834,0.0
Kepler-995 b,2.70161,28.267317,Kepler-995,-0.07,0.83,0.8,5206.0,0.17063128,496.86328,496.86328,496.86328,0.42119701,0.0
Kepler-996 b,1.98417,3.7705906,Kepler-996,0.03,1.09,1.14,6014.0,0.048781817,1281.4567,1281.4567,1281.4567,1.5231829,0.0
Kepler-997 b,1.35641,2.7073067,Kepler-997,0.05,1.22,1.56,6150.0,0.040612008,1680.0695,1680.0695,1680.0695,3.1191647,0.0
Kepler-998 b,2.32047,5.6537773,Kepler-998,0.07,1.12,1.18,6058.0,0.064487375,1142.2206,1142.2206,1142.2206,1.6802339,0.0
Kepler-999 b,2.34289,5.991857,Kepler-999,0.05,1.29,1.65,6237.0,0.0702663,1332.1749,1332.1749,1332.1749,3.6911314,0.0
L 98-59 b,0.79591,2.25314,L 98-59,-0.5,0.31,0.31,3367.0,0.0234165,540.99208,516.13907,570.61321,0.011065843,0.0
L 98-59 c,1.3452,3.690621,L 98-59,-0.5,0.31,0.31,3367.0,0.03253122,458.82618,439.6988,481.22461,0.011065843,0.0
L 98-59 d,1.5694,7.45086,L 98-59,-0.5,0.31,0.31,3367.0,0.05304,361.44471,330.78723,405.12997,0.011065843,0.0
LHS 1140 b,1.72634,24.736959,LHS 1140,-0.24,0.18,0.21,3216.0,0.09376848,212.27899,206.23003,218.99838,0.0042266024,2.0
LHS 1140 c,1.27794,3.777931,LHS 1140,-0.24,0.18,0.21,3216.0,0.028035337,394.73241,347.01258,478.14137,0.0042266024,0.0
LHS 3844 b,1.30036,0.46292913,LHS 3844,0.014020760003518647,0.15,0.19,3036.0,0.00622,739.60604,739.60604,739.60604,0.0027479126,0.0
LSPM J2116+0234 b,4.191425871296591,14.4399,LSPM J2116+0234,-0.05,0.43,0.43,3475.0,0.089066818,338.63888,312.00509,375.44215,0.0241571,0.0
LTT 1445 A b,1.37883,5.35882,LTT 1445 A,-0.34,0.26,0.28,3337.0,0.038757163,397.98932,365.66835,443.21898,0.0087102282,0.0
LkCa 15 b,4.191425871296591,2309.3421610400937,LkCa 15,0.014020760003518647,1.0038376485013707,1.5371422191458501,5490.154056235356,14.7,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
LkCa 15 c,4.191425871296591,2309.3421610400937,LkCa 15,0.014020760003518647,1.0038376485013707,1.5371422191458501,5490.154056235356,18.6,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
Lupus-TR-3 b,9.9769,3.91405,Lupus-TR-3,0.014020760003518647,0.87,0.82,5000.0,0.0464,926.47779,926.47779,926.47779,0.37652721,0.0
MASCARA-1 b,16.815,2.14878,MASCARA-1,0.0,1.72,2.1,7554.0,0.043,2326.8558,2326.8558,2326.8558,12.865751,0.0
MOA-2007-BLG-192L b,4.191425871296591,2309.3421610400937,MOA-2007-BLG-192L,0.014020760003518647,0.06,1.5371422191458501,5490.154056235356,0.62,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2007-BLG-400L b,4.191425871296591,2309.3421610400937,MOA-2007-BLG-400L,0.014020760003518647,0.3,1.5371422191458501,5490.154056235356,0.72,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2008-BLG-310L b,4.191425871296591,2309.3421610400937,MOA-2008-BLG-310L,0.014020760003518647,0.21,1.5371422191458501,5490.154056235356,1.61,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2008-BLG-379L b,4.191425871296591,2309.3421610400937,MOA-2008-BLG-379L,0.014020760003518647,0.56,1.5371422191458501,5490.154056235356,3.3,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2009-BLG-266L b,4.191425871296591,2774.0,MOA-2009-BLG-266L,0.014020760003518647,0.56,1.5371422191458501,5490.154056235356,3.2,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2009-BLG-319L b,4.191425871296591,2309.3421610400937,MOA-2009-BLG-319L,0.014020760003518647,0.38,1.5371422191458501,5490.154056235356,2.4,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2009-BLG-387L b,4.191425871296591,1982.0,MOA-2009-BLG-387L,0.014020760003518647,0.19,1.5371422191458501,5490.154056235356,1.82,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2010-BLG-073L b,4.191425871296591,2309.3421610400937,MOA-2010-BLG-073L,0.014020760003518647,0.16,1.5371422191458501,5490.154056235356,1.21,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2010-BLG-117L b,4.191425871296591,2309.3421610400937,MOA-2010-BLG-117L,0.014020760003518647,0.58,1.5371422191458501,5490.154056235356,2.9,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2010-BLG-328L b,4.191425871296591,2309.3421610400937,MOA-2010-BLG-328L,0.014020760003518647,0.11,1.5371422191458501,5490.154056235356,0.92,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2010-BLG-353L b,4.191425871296591,2309.3421610400937,MOA-2010-BLG-353L,0.014020760003518647,0.18,1.5371422191458501,5490.154056235356,1.72,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2010-BLG-477L b,4.191425871296591,2309.3421610400937,MOA-2010-BLG-477L,0.014020760003518647,0.67,1.5371422191458501,5950.0,2.0,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2011-BLG-028L b,4.191425871296591,2309.3421610400937,MOA-2011-BLG-028L,0.014020760003518647,0.75,1.5371422191458501,5490.154056235356,4.14,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2011-BLG-262L b,4.191425871296591,2309.3421610400937,MOA-2011-BLG-262L,0.014020760003518647,0.12,1.5371422191458501,5490.154056235356,0.84,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2011-BLG-291L b,4.191425871296591,2309.3421610400937,MOA-2011-BLG-291L,0.014020760003518647,0.15,1.5371422191458501,5490.154056235356,0.69,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2011-BLG-293L b,4.191425871296591,2309.3421610400937,MOA-2011-BLG-293L,0.014020760003518647,0.86,1.5371422191458501,5490.154056235356,1.1,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2011-BLG-322L b,4.191425871296591,2309.3421610400937,MOA-2011-BLG-322L,0.014020760003518647,0.39,1.5371422191458501,5490.154056235356,4.3,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2012-BLG-006L b,4.191425871296591,2309.3421610400937,MOA-2012-BLG-006L,0.014020760003518647,0.49,1.5371422191458501,5490.154056235356,10.2,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2012-BLG-505L b,4.191425871296591,2309.3421610400937,MOA-2012-BLG-505L,0.014020760003518647,0.1,1.5371422191458501,5490.154056235356,0.9,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2013-BLG-605L b,4.191425871296591,2309.3421610400937,MOA-2013-BLG-605L,0.014020760003518647,0.03,1.5371422191458501,5490.154056235356,0.94,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2015-BLG-337L b,4.191425871296591,2309.3421610400937,MOA-2015-BLG-337L,0.014020760003518647,0.01,1.5371422191458501,5490.154056235356,0.24,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2016-BLG-227L b,4.191425871296591,2309.3421610400937,MOA-2016-BLG-227L,0.014020760003518647,0.29,1.5371422191458501,5490.154056235356,1.67,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-2016-BLG-319L b,4.191425871296591,2309.3421610400937,MOA-2016-BLG-319L,0.014020760003518647,0.15,1.5371422191458501,5490.154056235356,0.95,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MOA-bin-1L b,4.191425871296591,2309.3421610400937,MOA-bin-1L,0.014020760003518647,0.75,1.5371422191458501,5490.154056235356,8.3,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
MXB 1658-298 b,4.191425871296591,760.0,MXB 1658-298,0.014020760003518647,1.98,1.5371422191458501,5490.154056235356,1.613,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
NGC 2682 Sand 364 b,4.191425871296591,121.71,NGC 2682 Sand 364,-0.02,9.06,39.59,4284.0,0.5624625,1619.13,1404.6058,2024.2524,472.99603,0.0
NGC 2682 Sand 978 b,4.191425871296591,511.21,NGC 2682 Sand 978,0.014020760003518647,1.37,1.5371422191458501,4200.0,1.4071478,774.08524,719.87891,845.95801,165.57935,0.0
NGC 2682 YBP 1194 b,4.191425871296591,6.959,NGC 2682 YBP 1194,0.014020760003518647,1.01,1.5371422191458501,5780.0,0.074776338,947.64888,835.9486,1139.2059,1.0030467,0.0
NGC 2682 YBP 1514 b,4.191425871296591,5.118,NGC 2682 YBP 1514,0.014020760003518647,0.96,1.5371422191458501,5725.0,0.059570689,961.54496,854.15875,1138.8783,0.68023918,0.0
NGC 2682 YBP 401 b,4.191425871296591,4.087,NGC 2682 YBP 401,0.014020760003518647,1.14,1.5371422191458501,6165.0,0.05283716,1327.3071,1239.4726,1441.7049,2.0226727,0.0
NGTS-1 b,14.9093,2.647298,NGTS-1,0.0,0.62,0.57,3916.0,0.032604173,721.74105,716.047,727.59689,0.068455617,0.0
NGTS-2 b,17.87995,4.511164,NGTS-2,-0.06,1.64,1.7,6478.0,0.063,1483.2426,1483.2426,1483.2426,4.5598469,0.0
NGTS-3 A b,16.5908,1.6753728,NGTS-3 A,0.12,1.02,0.93,5600.0,0.023,1569.5771,1569.5771,1569.5771,0.76209068,0.0
NGTS-4 b,3.18364,1.3373508,NGTS-4,-0.28,0.75,0.84,5143.0,0.019,1507.2887,1507.2887,1507.2887,0.44229631,0.0
NGTS-5 b,12.73456,3.3569866,NGTS-5,0.12,0.66,0.74,4987.0,0.0382,967.47693,967.47693,967.47693,0.30346566,0.0
NN Ser c,4.191425871296591,5573.55,NN Ser,0.014020760003518647,0.54,1.5371422191458501,57000.0,5.36712,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
NN Ser d,4.191425871296591,2883.5,NN Ser,0.014020760003518647,0.54,1.5371422191458501,57000.0,3.4919115,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
NSVS 14256825 b,4.191425871296591,3225.0,NSVS 14256825,0.014020760003518647,0.42,0.19,40000.0,3.142464,434.69455,411.11901,463.80479,82.801044,0.0
NY Vir b,4.191425871296591,2985.7,NY Vir,0.014020760003518647,1.0038376485013707,1.5371422191458501,5490.154056235356,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2003-BLG-235L b,4.191425871296591,2309.3421610400937,OGLE-2003-BLG-235L,0.014020760003518647,0.63,1.5371422191458501,5490.154056235356,4.3,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2005-BLG-071L b,4.191425871296591,2309.3421610400937,OGLE-2005-BLG-071L,0.014020760003518647,0.46,1.5371422191458501,5490.154056235356,3.6,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2005-BLG-169L b,4.191425871296591,2309.3421610400937,OGLE-2005-BLG-169L,0.014020760003518647,0.69,1.5371422191458501,5490.154056235356,3.5,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2005-BLG-390L b,4.191425871296591,3285.0,OGLE-2005-BLG-390L,0.014020760003518647,0.22,1.5371422191458501,5490.154056235356,2.6,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2006-BLG-109L b,4.191425871296591,1788.5,OGLE-2006-BLG-109L,0.014020760003518647,0.51,1.5371422191458501,5490.154056235356,2.3,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2006-BLG-109L c,4.191425871296591,4927.5,OGLE-2006-BLG-109L,0.014020760003518647,0.51,1.5371422191458501,5490.154056235356,4.550625,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2007-BLG-349L AB c,4.191425871296591,2557.0,OGLE-2007-BLG-349L A,0.014020760003518647,0.41,1.5371422191458501,5490.154056235356,2.59,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2007-BLG-368L b,4.191425871296591,2309.3421610400937,OGLE-2007-BLG-368L,0.014020760003518647,0.64,1.5371422191458501,5490.154056235356,3.3,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2008-BLG-092L b,4.191425871296591,2309.3421610400937,OGLE-2008-BLG-092L,0.014020760003518647,0.71,1.5371422191458501,5490.154056235356,18.0,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2008-BLG-355L b,4.191425871296591,2309.3421610400937,OGLE-2008-BLG-355L,0.014020760003518647,0.37,1.5371422191458501,5490.154056235356,1.7,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2011-BLG-0173L b,4.191425871296591,2309.3421610400937,OGLE-2011-BLG-0173L,0.014020760003518647,0.41,1.5371422191458501,5490.154056235356,8.0,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2011-BLG-0251L b,4.191425871296591,2309.3421610400937,OGLE-2011-BLG-0251L,0.014020760003518647,0.26,1.5371422191458501,5490.154056235356,2.72,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2011-BLG-0265L b,4.191425871296591,2309.3421610400937,OGLE-2011-BLG-0265L,0.014020760003518647,0.21,1.5371422191458501,5490.154056235356,1.89,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2012-BLG-0026L b,4.191425871296591,2309.3421610400937,OGLE-2012-BLG-0026L,0.014020760003518647,1.06,1.5371422191458501,5490.154056235356,4.0,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2012-BLG-0026L c,4.191425871296591,2309.3421610400937,OGLE-2012-BLG-0026L,0.014020760003518647,1.06,1.5371422191458501,5490.154056235356,4.8,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2012-BLG-0358L b,4.191425871296591,2309.3421610400937,OGLE-2012-BLG-0358L,0.014020760003518647,0.02,1.5371422191458501,5490.154056235356,0.87,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2012-BLG-0406L b,4.191425871296591,2309.3421610400937,OGLE-2012-BLG-0406L,0.014020760003518647,0.44,1.5371422191458501,5490.154056235356,3.45,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2012-BLG-0563L b,4.191425871296591,2309.3421610400937,OGLE-2012-BLG-0563L,0.014020760003518647,0.34,1.5371422191458501,5490.154056235356,0.9,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2012-BLG-0724L b,4.191425871296591,2309.3421610400937,OGLE-2012-BLG-0724L,0.014020760003518647,0.29,1.5371422191458501,5490.154056235356,1.6,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2012-BLG-0950L b,4.191425871296591,2309.3421610400937,OGLE-2012-BLG-0950L,0.014020760003518647,0.56,1.5371422191458501,5490.154056235356,2.7,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2013-BLG-0102L b,4.191425871296591,2309.3421610400937,OGLE-2013-BLG-0102L,0.014020760003518647,0.1,1.5371422191458501,5490.154056235356,0.8,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2013-BLG-0132L b,4.191425871296591,2309.3421610400937,OGLE-2013-BLG-0132L,0.014020760003518647,0.54,1.5371422191458501,5490.154056235356,3.6,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2013-BLG-0341L B b,4.191425871296591,2309.3421610400937,OGLE-2013-BLG-0341L B,0.014020760003518647,0.15,1.5371422191458501,5490.154056235356,0.883,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2013-BLG-1721L b,4.191425871296591,2309.3421610400937,OGLE-2013-BLG-1721L,0.014020760003518647,0.46,1.5371422191458501,5490.154056235356,2.6,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2013-BLG-1761L b,4.191425871296591,2309.3421610400937,OGLE-2013-BLG-1761L,0.014020760003518647,0.33,1.5371422191458501,5490.154056235356,1.8,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2014-BLG-0124L b,4.191425871296591,2309.3421610400937,OGLE-2014-BLG-0124L,0.014020760003518647,0.71,1.5371422191458501,5490.154056235356,3.11,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2014-BLG-0676L b,4.191425871296591,2309.3421610400937,OGLE-2014-BLG-0676L,0.014020760003518647,0.62,1.5371422191458501,5490.154056235356,4.4,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2014-BLG-1722L b,4.191425871296591,2309.3421610400937,OGLE-2014-BLG-1722L,0.014020760003518647,0.4,1.5371422191458501,5490.154056235356,1.9,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2014-BLG-1722L c,4.191425871296591,2309.3421610400937,OGLE-2014-BLG-1722L,0.014020760003518647,0.4,1.5371422191458501,5490.154056235356,2.5,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2014-BLG-1760L b,4.191425871296591,2309.3421610400937,OGLE-2014-BLG-1760L,0.014020760003518647,0.51,1.5371422191458501,5490.154056235356,1.75,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2015-BLG-0051L b,4.191425871296591,2309.3421610400937,OGLE-2015-BLG-0051L,0.014020760003518647,0.1,1.5371422191458501,5490.154056235356,0.73,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2015-BLG-0954L b,4.191425871296591,2309.3421610400937,OGLE-2015-BLG-0954L,0.014020760003518647,0.3,1.5371422191458501,5490.154056235356,1.6,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2015-BLG-0966L b,4.191425871296591,2309.3421610400937,OGLE-2015-BLG-0966L,0.014020760003518647,0.38,1.5371422191458501,5490.154056235356,2.1,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2015-BLG-1670L b,4.191425871296591,2309.3421610400937,OGLE-2015-BLG-1670L,0.014020760003518647,0.55,1.5371422191458501,5490.154056235356,2.62,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2016-BLG-0263L b,4.191425871296591,2309.3421610400937,OGLE-2016-BLG-0263L,0.014020760003518647,0.13,1.5371422191458501,5490.154056235356,5.4,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2016-BLG-0613L AB b,4.191425871296591,2309.3421610400937,OGLE-2016-BLG-0613L AB,0.014020760003518647,0.72,1.5371422191458501,5490.154056235356,6.4,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2016-BLG-1190L b,4.191425871296591,1224.0,OGLE-2016-BLG-1190L,0.014020760003518647,0.88,1.5371422191458501,5490.154056235356,2.17,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2016-BLG-1195L b,4.191425871296591,2309.3421610400937,OGLE-2016-BLG-1195L,0.014020760003518647,0.08,1.5371422191458501,5490.154056235356,1.16,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2017-BLG-0173L b,4.191425871296591,2309.3421610400937,OGLE-2017-BLG-0173L,0.014020760003518647,0.4,1.5371422191458501,5490.154056235356,3.913,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2017-BLG-0373L b,4.191425871296591,2309.3421610400937,OGLE-2017-BLG-0373L,0.014020760003518647,0.25,1.5371422191458501,5490.154056235356,2.424,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2017-BLG-0482L b,4.191425871296591,2309.3421610400937,OGLE-2017-BLG-0482L,0.014020760003518647,0.2,1.5371422191458501,5490.154056235356,1.8,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2017-BLG-1140L b,4.191425871296591,2309.3421610400937,OGLE-2017-BLG-1140L,0.014020760003518647,0.21,1.5371422191458501,5490.154056235356,1.02,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2017-BLG-1434L b,4.191425871296591,2309.3421610400937,OGLE-2017-BLG-1434L,0.014020760003518647,0.23,1.5371422191458501,5490.154056235356,1.18,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2017-BLG-1522L b,4.191425871296591,2309.3421610400937,OGLE-2017-BLG-1522L,0.014020760003518647,0.04,1.5371422191458501,5490.154056235356,0.59,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-2018-BLG-0596L b,4.191425871296591,2309.3421610400937,OGLE-2018-BLG-0596L,0.014020760003518647,0.23,1.5371422191458501,5490.154056235356,0.97,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-TR-056 b,15.27923,1.2119189,OGLE-TR-056,0.014020760003518647,1.0038376485013707,1.5371422191458501,6050.0,0.02383,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
OGLE-TR-10 b,14.0125,3.101278,OGLE-TR-10,0.014020760003518647,1.14,1.17,5950.0,0.0434,1361.7021,1361.7021,1361.7021,1.5371924,0.0
OGLE-TR-111 b,11.42299,4.0144463,OGLE-TR-111,0.014020760003518647,0.85,0.83,5040.0,0.0473,930.58508,930.58508,930.58508,0.39826026,0.0
OGLE-TR-113 b,12.25253,1.4324752,OGLE-TR-113,0.014020760003518647,0.78,0.77,4790.0,0.02289,1224.5459,1224.5459,1224.5459,0.27964828,0.0
OGLE-TR-132 b,13.452,1.689868,OGLE-TR-132,0.37,1.3,1.32,6210.0,0.03035,1805.1624,1805.1624,1805.1624,2.3216829,0.0
OGLE-TR-182 b,12.6673,3.9791,OGLE-TR-182,0.014020760003518647,1.14,1.14,5924.0,0.051,1234.5238,1234.5238,1234.5238,1.434031,0.0
OGLE-TR-211 b,15.2456,3.67724,OGLE-TR-211,0.014020760003518647,1.33,1.64,6325.0,0.051,1580.9365,1580.9365,1580.9365,3.8567231,0.0
OGLE2-TR-L9 b,18.0481,2.4855335,OGLE2-TR-L9,0.014020760003518647,1.52,1.53,6933.0,0.0308,2153.8161,2153.8161,2153.8161,4.8456976,0.0
Oph 11 b,4.191425871296591,7300000.0,Oph 11,0.014020760003518647,0.02,1.5371422191458501,2375.0,243.0,2.8124512,2.8124512,2.8124512,0.00087694609,0.0
PDS 70 b,14.573,43500.0,PDS 70,0.014020760003518647,0.76,1.26,3972.0,22.0,41.898671,41.898671,41.898671,0.35405171,0.0
PDS 70 c,4.191425871296591,2309.3421610400937,PDS 70,0.014020760003518647,0.76,1.26,3972.0,34.5,33.458159,33.458159,33.458159,0.35405171,0.0
PH1 b,6.17671,138.317,PH1,0.21,1.53,1.73,6407.0,0.65360654,459.87213,444.67076,477.0636,4.5185568,0.0
PH2 b,10.12263,282.5255,PH2,-0.078,0.94,1.0,5629.0,0.8975934,269.68061,229.62734,354.98267,0.89952583,0.0
POTS-1 b,10.54861,3.1606296,POTS-1,-0.03,0.69,0.59,4400.0,0.03734,770.91873,770.91873,770.91873,0.116897,0.0
PSR B1257+12 b,4.191425871296591,25.262,PSR B1257+12,0.014020760003518647,1.4,1.5371422191458501,5490.154056235356,0.19,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
PSR B1257+12 c,4.191425871296591,66.5419,PSR B1257+12,0.014020760003518647,1.4,1.5371422191458501,5490.154056235356,0.36006227,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
PSR B1257+12 d,4.191425871296591,98.2114,PSR B1257+12,0.014020760003518647,1.4,1.5371422191458501,5490.154056235356,0.46,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
PSR B1620-26 b,4.191425871296591,2309.3421610400937,PSR B1620-26,0.014020760003518647,1.35,1.5371422191458501,5490.154056235356,23.0,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
PSR J1719-1438 b,4.191425871296591,0.09070629,PSR J1719-1438,0.014020760003518647,1.4,0.04,4500.0,0.00440792,597.90944,580.87182,616.83544,0.00058783939,0.0
PSR J2322-2650 b,4.191425871296591,0.322964,PSR J2322-2650,0.014020760003518647,1.4,1.5371422191458501,5490.154056235356,0.010200015,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
Pr0201 b,4.191425871296591,4.4264,Pr0201,0.19,1.24,1.15,6174.0,0.06,1191.3983,1191.3983,1191.3983,1.7216736,0.0
Pr0211 b,4.191425871296591,2.1461,Pr0211,0.18,0.94,0.83,5300.0,0.031761921,1194.2313,1187.7257,1200.8634,0.4870217,0.0
Pr0211 c,4.191425871296591,4850.0,Pr0211,0.18,0.94,0.83,5300.0,6.886275,87.447789,69.3989,168.52007,0.4870217,0.0
Proxima Cen b,4.191425871296591,11.186,Proxima Cen,0.014020760003518647,0.12,0.14,3050.0,0.051470625,226.6055,196.58174,283.30444,0.0015196518,1.0
Qatar-1 b,12.81303,1.4200242,Qatar-1,0.171,0.84,0.8,5013.0,0.02332,1294.1824,1294.1824,1294.1824,0.36212578,0.0
Qatar-10 b,17.29703,1.645321,Qatar-10,0.016,1.16,1.25,6124.0,0.0286,1784.5316,1784.5316,1784.5316,1.9690167,0.0
Qatar-2 b,14.05734,1.3371165,Qatar-2,0.02,0.74,0.78,4645.0,0.02153,1232.333,1232.333,1232.333,0.25375857,0.0
